0,1,2,3,4
-0.004456923743235584,-0.6877322546949618,3.4302349194706245,-0.7381400747324225,-1.0796238336083566
-0.5165286273311915,-0.33422225436935393,-0.2623164241324341,-0.5259832695796358,-0.7166461600478755
-0.5555176216083748,-0.25271994877801857,-0.2623164241324341,-0.5557113568832709,-0.7166461600478755
-0.557467071322234,-0.40672430535551113,-0.2623164241324341,-0.5719521329926351,-0.7166461600478755
-0.4844114432953618,-0.2502198780543581,-0.2623164241324341,-0.4873880918714628,-0.7166461600478755
-0.07790244171287956,-0.43422508331577764,-0.2623164241324341,-0.11529697715893124,1.09824220775453
-0.5160900011455732,-0.5642287609461284,-0.2623164241324341,-0.5470309420661968,0.3722868606335677
-0.03403982315104837,0.17129204595481803,-0.2623164241324341,-0.0167789358748282,-0.35366848648739446
-0.2972155345220356,-0.24371969417284042,-0.2623164241324341,-0.3075261633499406,0.009309187073086608
-0.418617515452615,-0.33672232509301453,-0.2623164241324341,-0.43245880026019357,-0.7166461600478755
-0.5039059404339534,-0.5252276576570232,-0.2623164241324341,-0.5317235438941526,-0.35366848648739446
-0.2241111702523169,0.1312909143762485,-0.2623164241324341,-0.202521145401465,-0.7166461600478755
0.25886499635629107,1.310324267654584,-0.2623164241324341,0.3700128813504899,0.3722868606335677
0.30760123920277016,-0.31322166029060494,-0.2623164241324341,0.26514787009261226,1.461219881315011
0.059046400685726703,0.39329832621587857,-0.2623164241324341,0.09307964734771036,0.3722868606335677
0.7997885557093627,-0.16171737443677295,-0.2623164241324341,0.7505977352926314,2.550152901996454
-0.6140011130241497,-0.676231929366123,-0.2623164241324341,-0.6512425887679507,-0.7166461600478755
-0.429290752635994,1.5698316087705535,1.5839592476690951,-0.26473078492382857,2.550152901996454
0.5556687152913489,-0.23271938298873387,-0.2623164241324341,0.5102062475359214,2.550152901996454
-0.03403982315104837,-0.3102215754222123,-0.2623164241324341,-0.06172108355677573,0.009309187073086608
0.06830628682655776,0.2567944647040102,-0.2623164241324341,0.0892061289078332,-0.7166461600478755
-0.3313309045145709,-0.16321741687096936,-0.2623164241324341,-0.33268069876070877,-0.7166461600478755
-0.1753749274058378,-0.13571663891070282,-0.2623164241324341,-0.18077343946191402,-0.7166461600478755
-0.2241111702523169,-0.23671949614659074,-0.2623164241324341,-0.23686945349483302,-0.7166461600478755
1.189239872295577,-0.20121849187061044,-0.2623164241324341,1.1198420472963377,2.550152901996454
-0.20461667311372525,-0.23171935469926966,-0.2623164241324341,-0.21773520577977742,0.3722868606335677
-0.4673537582990941,0.004787335759022447,-0.2623164241324341,-0.4472528405667121,-0.7166461600478755
0.5556687152913489,-0.23271938298873387,-0.2623164241324341,0.5102062475359214,0.3722868606335677
0.5556687152913489,-0.4107244185133681,-0.2623164241324341,0.49359212025162924,-0.35366848648739446
-0.0783898041413444,0.3747978028607901,1.5839592476690951,-0.04025339099842075,1.461219881315011
0.5556687152913489,0.2832952143748125,-0.2623164241324341,0.5583685491016221,0.3722868606335677
-0.2241111702523169,0.28579528509847313,-0.2623164241324341,-0.18810045626987434,1.09824220775453
